route_id,route_short_name,route_long_name,direction_id,seq,stop_id,stop_name,lat,lon,km,length_km
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,5,10005,Las Rozas,40.494289,-3.868175,19.746,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,6,10007,Majadahonda,40.474289,-3.846293,22.639,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,7,10010,El Barrial-Centro Comercial Pozuelo,40.465392,-3.807685,26.052,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,8,10002,Pozuelo,40.447457,-3.800278,28.142,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,9,10001,Aravaca,40.448455,-3.785555,29.393,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,10,10000,Madrid-Príncipe Pío,40.421489,-3.718969,35.777,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,11,18005,Pirámides,40.402534,-3.711362,37.981,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,12,18004,Delicias,40.400438,-3.692777,39.572,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,13,18003,Méndez álvaro P.v.,40.395777,-3.677844,40.938,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,14,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,42.493,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,15,18001,Madrid-Recoletos,40.423373,-3.690931,44.360,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,16,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,46.949,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,17,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,49.792,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,18,98003,Fuente De La Mora,40.484720,-3.663061,52.050,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,19,98304,Valdebebas,40.482102,-3.616287,56.016,58.278
10T0003C10,C10,Villalba                                -Aeropuerto-T4,,20,98305,Madrid-Aeropuerto T4,40.492402,-3.593230,58.278,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,0,98305,Madrid-Aeropuerto T4,40.492402,-3.593230,0.000,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,1,98304,Valdebebas,40.482102,-3.616287,2.261,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,2,98003,Fuente De La Mora,40.484720,-3.663061,6.228,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,3,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,8.486,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,4,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,11.329,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,5,18001,Madrid-Recoletos,40.423373,-3.690931,13.918,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,6,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,15.785,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,7,18003,Méndez álvaro P.v.,40.395777,-3.677844,17.340,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,8,18004,Delicias,40.400438,-3.692777,18.706,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,9,18005,Pirámides,40.402534,-3.711362,20.297,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,10,10000,Madrid-Príncipe Pío,40.421489,-3.718969,22.501,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,11,10001,Aravaca,40.448455,-3.785555,28.885,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,12,10002,Pozuelo,40.447457,-3.800278,30.136,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,13,10010,El Barrial-Centro Comercial Pozuelo,40.465392,-3.807685,32.226,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,14,10007,Majadahonda,40.474289,-3.846293,35.639,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,15,10005,Las Rozas,40.494289,-3.868175,38.532,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,16,10100,Pinar De Las Rozas,40.522267,-3.882248,41.863,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,17,10101,Las Matas,40.552387,-3.896766,45.429,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,18,10103,Torrelodones,40.574554,-3.956601,51.053,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,19,10104,Galapagar-La Navata,40.600314,-3.982259,54.644,58.278
10T0004C10,C10,Aeropuerto-T4                           -Villalba,,20,10200,Villalba De Guadarrama,40.626489,-4.008030,58.278,58.278
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,0,70200,Guadalajara,40.644193,-3.182260,0.000,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,1,70105,Azuqueca,40.561077,-3.265397,11.605,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,2,70104,Meco,40.534673,-3.298681,15.671,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,3,70107,Alcalá De Henares-Universidad,40.505430,-3.335326,20.162,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,4,70103,Alcalá De Henares,40.489081,-3.366246,23.346,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,5,70111,La Garena,40.480545,-3.393006,25.800,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,6,70112,Soto Del Henares,40.463964,-3.441408,30.290,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,7,70102,Torrejón De Ardoz,40.454789,-3.479730,33.689,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,8,70101,San Fernando De Henares,40.442780,-3.533987,38.471,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,9,70108,Coslada,40.423237,-3.561111,41.632,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,10,70100,Vicálvaro,40.401252,-3.595897,45.459,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,11,70109,Santa Eugenia,40.386955,-3.608986,47.397,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,12,70001,Vallecas,40.381961,-3.624583,48.830,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,13,70003,El Pozo,40.376038,-3.656141,51.583,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,14,70002,Asamblea De Madrid-Entrevías,40.381862,-3.668045,52.782,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,15,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,56.077,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,16,18001,Madrid-Recoletos,40.423373,-3.690931,57.945,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,17,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,60.533,63.377
10T0005C2,C2,Guadalajara                             -Chamartín - Clara Campoamor,,18,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,63.377,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,0,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,0.000,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,1,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,2.843,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,2,18001,Madrid-Recoletos,40.423373,-3.690931,5.432,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,3,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,7.299,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,4,70002,Asamblea De Madrid-Entrevías,40.381862,-3.668045,10.595,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,5,70003,El Pozo,40.376038,-3.656141,11.793,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,6,70001,Vallecas,40.381961,-3.624583,14.546,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,7,70109,Santa Eugenia,40.386955,-3.608986,15.979,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,8,70100,Vicálvaro,40.401252,-3.595897,17.917,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,9,70108,Coslada,40.423237,-3.561111,21.745,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,10,70101,San Fernando De Henares,40.442780,-3.533987,24.906,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,11,70102,Torrejón De Ardoz,40.454789,-3.479730,29.687,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,12,70112,Soto Del Henares,40.463964,-3.441408,33.086,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,13,70111,La Garena,40.480545,-3.393006,37.577,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,14,70103,Alcalá De Henares,40.489081,-3.366246,40.031,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,15,70107,Alcalá De Henares-Universidad,40.505430,-3.335326,43.215,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,16,70104,Meco,40.534673,-3.298681,47.706,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,17,70105,Azuqueca,40.561077,-3.265397,51.772,63.377
10T0006C2,C2,Chamartín - Clara Campoamor             -Guadalajara,,18,70200,Guadalajara,40.644193,-3.182260,63.377,63.377
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,0,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,0.000,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,1,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,2.843,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,2,18101,Sol,40.416866,-3.702876,6.271,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,3,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,7.881,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,4,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,13.897,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,5,60107,San Cristóbal De Los ángeles,40.342414,-3.683979,15.038,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,6,60101,San Cristóbal Industrial,40.331859,-3.698960,16.767,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,7,60109,El Casar,40.318522,-3.709806,18.512,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,8,60102,Getafe-Industrial,40.305718,-3.707836,19.946,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,9,60103,Pinto,40.242855,-3.703530,26.945,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,10,60104,Valdemoro,40.196078,-3.664937,33.093,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,11,60105,Ciempozuelos,40.159201,-3.610185,39.294,53.119
10T0007C3,C3,Chamartín - Clara Campoamor             -Aranjuez,,12,60200,Aranjuez,40.035026,-3.618253,53.119,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,0,60200,Aranjuez,40.035026,-3.618253,0.000,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,1,60105,Ciempozuelos,40.159201,-3.610185,13.825,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,2,60104,Valdemoro,40.196078,-3.664937,20.026,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,3,60103,Pinto,40.242855,-3.703530,26.173,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,4,60102,Getafe-Industrial,40.305718,-3.707836,33.173,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,5,60109,El Casar,40.318522,-3.709806,34.606,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,6,60101,San Cristóbal Industrial,40.331859,-3.698960,36.351,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,7,60107,San Cristóbal De Los ángeles,40.342414,-3.683979,38.080,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,8,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,39.221,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,9,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,45.238,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,10,18101,Sol,40.416866,-3.702876,46.848,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,11,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,50.275,53.119
10T0008C3,C3,Aranjuez                                -Chamartín - Clara Campoamor,,12,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,53.119,53.119
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,0,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,0.000,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,1,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,2.843,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,2,18101,Sol,40.416866,-3.702876,6.271,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,3,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,7.881,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,4,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,13.897,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,5,37001,Madrid-Villaverde Alto,40.341589,-3.712351,16.605,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,6,37010,Las Margaritas,40.323099,-3.727286,19.020,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,7,37002,Getafe-Centro,40.310004,-3.733988,20.583,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,8,37011,Getafe-Sector 3,40.288389,-3.737499,23.005,28.914
10T0011C4,C4,Chamartín - Clara Campoamor             -Parla,,9,37012,Parla,40.241099,-3.769270,28.914,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,0,37012,Parla,40.241099,-3.769270,0.000,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,1,37011,Getafe-Sector 3,40.288389,-3.737499,5.909,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,2,37002,Getafe-Centro,40.310004,-3.733988,8.331,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,3,37010,Las Margaritas,40.323099,-3.727286,9.894,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,4,37001,Madrid-Villaverde Alto,40.341589,-3.712351,12.309,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,5,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,15.017,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,6,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,21.033,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,7,18101,Sol,40.416866,-3.702876,22.643,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,8,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,26.071,28.914
10T0012C4,C4,Parla                                   -Chamartín - Clara Campoamor,,9,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,28.914,28.914
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,0,19003,Alcobendas-San Sebastián De Los Reyes,40.546577,-3.635173,0.000,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,1,19002,Valdelasfuentes,40.547434,-3.654324,1.621,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,2,19001,Universidad Pontificia De Comillas,40.553970,-3.683700,4.207,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,3,17009,Universidad-Cantoblanco,40.543842,-3.700155,5.996,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,4,17001,Fuencarral,40.501560,-3.682504,10.929,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,5,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,14.307,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,6,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,17.151,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,7,18101,Sol,40.416866,-3.702876,20.578,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,8,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,22.188,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,9,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,28.205,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,10,37001,Madrid-Villaverde Alto,40.341589,-3.712351,30.913,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,11,37010,Las Margaritas,40.323099,-3.727286,33.327,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,12,37002,Getafe-Centro,40.310004,-3.733988,34.890,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,13,37011,Getafe-Sector 3,40.288389,-3.737499,37.312,43.221
10T0013C4a,C4a,Alcobendas-S.Sebast. de los Reyes       -Parla,,14,37012,Parla,40.241099,-3.769270,43.221,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,0,37012,Parla,40.241099,-3.769270,0.000,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,1,37011,Getafe-Sector 3,40.288389,-3.737499,5.909,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,2,37002,Getafe-Centro,40.310004,-3.733988,8.331,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,3,37010,Las Margaritas,40.323099,-3.727286,9.894,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,4,37001,Madrid-Villaverde Alto,40.341589,-3.712351,12.309,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,5,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,15.017,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,6,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,21.033,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,7,18101,Sol,40.416866,-3.702876,22.643,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,8,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,26.071,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,9,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,28.914,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,10,17001,Fuencarral,40.501560,-3.682504,32.292,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,11,17009,Universidad-Cantoblanco,40.543842,-3.700155,37.225,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,12,19001,Universidad Pontificia De Comillas,40.553970,-3.683700,39.014,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,13,19002,Valdelasfuentes,40.547434,-3.654324,41.600,43.221
10T0014C4a,C4a,Parla                                   -Alcobendas-S.Sebast. de los Reyes,,14,19003,Alcobendas-San Sebastián De Los Reyes,40.546577,-3.635173,43.221,43.221
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,0,17005,Colmenar Viejo,40.645209,-3.776614,0.000,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,1,17004,Tres Cantos,40.598742,-3.715559,7.297,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,2,17003,El Goloso,40.558897,-3.713971,11.730,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,3,17009,Universidad-Cantoblanco,40.543842,-3.700155,13.771,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,4,17001,Fuencarral,40.501560,-3.682504,18.703,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,5,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,22.082,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,6,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,24.925,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,7,18101,Sol,40.416866,-3.702876,28.352,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,8,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,29.963,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,9,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,35.979,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,10,37001,Madrid-Villaverde Alto,40.341589,-3.712351,38.687,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,11,37010,Las Margaritas,40.323099,-3.727286,41.102,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,12,37002,Getafe-Centro,40.310004,-3.733988,42.665,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,13,37011,Getafe-Sector 3,40.288389,-3.737499,45.087,50.996
10T0015C4b,C4b,Colmenar Viejo                          -Parla,,14,37012,Parla,40.241099,-3.769270,50.996,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,0,37012,Parla,40.241099,-3.769270,0.000,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,1,37011,Getafe-Sector 3,40.288389,-3.737499,5.909,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,2,37002,Getafe-Centro,40.310004,-3.733988,8.331,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,3,37010,Las Margaritas,40.323099,-3.727286,9.894,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,4,37001,Madrid-Villaverde Alto,40.341589,-3.712351,12.309,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,5,60100,Madrid-Villaverde Bajo,40.352676,-3.683898,15.017,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,6,18000,Madrid-Atocha Cercanías,40.406619,-3.689439,21.033,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,7,18101,Sol,40.416866,-3.702876,22.643,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,8,18002,Madrid-Nuevos Ministerios,40.446627,-3.692347,26.071,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,9,17000,Madrid-Chamartín-Clara Campoamor,40.471179,-3.682952,28.914,50.996
10T0016C4b,C4b,Parla                                   -Colmenar Viejo,,10,17001,Fuencarral,40.501560,-3.682504,32.292,50.996
